CVE,Associated CPE,Priority Tier,Priority Rationale,CVSS V3 Base,EPSS Score,EPSS Percentile,CISA KEV,VulnCheck KEV,Max Exploit Maturity,NVD Published,First Exploit Published,Weaponized Exploit Published,CISA KEV Date Added,VulnCheck KEV Date Added,Ransomware Associated,Botnet Associated,APT Associated,Threat Actors,Description
CVE-2025-59199,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.03956,0.89541,False,False,poc,2025-10-14T17:15:59.357Z,2026-05-28T00:00:00Z,,,,False,False,False,None,Improper access control in Software Protection Platform (SPP) allows an authorized attacker to elevate privileges locally.
CVE-2026-50469,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00271,0.19331,False,False,poc,2026-07-14T18:17:52.357Z,2026-07-28T00:00:00Z,,,,False,False,False,None,Improper link resolution before file access ('link following') in Windows Projected File System allows an authorized attacker to elevate privileges locally.
CVE-2026-50458,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00188,0.08691,False,False,poc,2026-07-14T18:17:50.91Z,2026-07-22T00:00:00Z,,,,False,False,False,None,Use after free in Microsoft Brokering File System allows an authorized attacker to elevate privileges locally.
CVE-2026-21250,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.0104,0.61114,False,False,poc,2026-02-10T18:16:26.67Z,2026-05-04T00:00:00Z,,,,False,False,False,None,Untrusted pointer dereference in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.
CVE-2026-26179,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.0044,0.3657,False,False,poc,2026-04-14T18:16:54.013Z,2026-06-05T00:00:00Z,,,,False,False,False,None,Double free in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-50493,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00311,0.23711,False,False,poc,2026-07-14T18:17:55.8Z,2026-07-22T00:00:00Z,,,,False,False,False,None,Use after free in Windows Graphics Kernel allows an authorized attacker to elevate privileges locally.
CVE-2025-54100,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.01544,0.72846,False,False,poc,2025-12-09T18:15:53.797Z,2025-12-29T00:00:00Z,,,,False,False,False,None,Improper neutralization of special elements used in a command ('command injection') in Windows PowerShell allows an unauthorized attacker to execute code locally.
CVE-2026-58532,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00311,0.23756,False,False,poc,2026-07-14T18:18:40.027Z,2026-07-20T00:00:00Z,,,,False,False,False,None,Integer overflow or wraparound in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2025-59517,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.02329,0.82078,False,False,poc,2025-12-09T18:15:54.81Z,2026-07-27T00:00:00Z,,,,False,False,False,None,Improper access control in Windows Storage VSP Driver allows an authorized attacker to elevate privileges locally.
CVE-2025-62470,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00496,0.40312,False,False,poc,2025-12-09T18:15:59.227Z,2025-12-18T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.
CVE-2025-59254,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.01049,0.61392,False,False,poc,2025-10-14T17:16:07.703Z,2026-04-06T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows DWM Core Library allows an authorized attacker to elevate privileges locally.
CVE-2026-40369,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.04725,0.91071,False,False,poc,2026-05-12T18:17:16.023Z,2026-05-13T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-20941,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00481,0.39356,False,False,poc,2026-01-13T18:16:21.53Z,2026-02-27T00:00:00Z,,,,False,False,False,None,Improper link resolution before file access ('link following') in Host Process for Windows Tasks allows an authorized attacker to elevate privileges locally.
CVE-2025-62454,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.0226,0.81497,False,False,poc,2025-12-09T18:15:56.793Z,2025-12-18T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20820,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.02566,0.83801,False,False,poc,2026-01-13T18:16:09.143Z,2026-03-05T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.
CVE-2025-60704,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.5,0.00528,0.42236,False,False,poc,2025-11-11T18:15:38.06Z,2025-11-11T00:00:00Z,,,,False,False,False,None,Missing cryptographic step in Windows Kerberos allows an unauthorized attacker to elevate privileges over a network.
CVE-2025-58726,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.5,0.00978,0.59214,False,False,poc,2025-10-14T17:15:54.157Z,2025-10-29T00:00:00Z,,,,False,False,False,None,Improper access control in Windows SMB Server allows an authorized attacker to elevate privileges over a network.
CVE-2026-21248,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.3,0.01243,0.66682,False,False,poc,2026-02-10T18:16:26.34Z,2026-04-30T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.
CVE-2026-21244,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.3,0.01243,0.66682,False,False,poc,2026-02-10T18:16:25.65Z,2026-04-30T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.
CVE-2025-60719,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.0,0.01782,0.7638,False,False,poc,2025-11-11T18:15:40.233Z,2025-12-02T00:00:00Z,,,,False,False,False,None,Untrusted pointer dereference in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-21241,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.0,0.02491,0.83278,False,False,poc,2026-02-10T18:16:25.15Z,2026-06-15T00:00:00Z,,,,False,False,False,None,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2025-55681,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.0,0.05232,0.91814,False,False,poc,2025-10-14T17:15:48.75Z,2025-12-17T00:00:00Z,,,,False,False,False,None,Out-of-bounds read in Windows DWM allows an authorized attacker to elevate privileges locally.
CVE-2026-32223,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,6.8,0.00522,0.41867,False,False,poc,2026-04-14T18:17:30.49Z,2026-04-15T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows USB Print Driver allows an unauthorized attacker to elevate privileges with a physical attack.
CVE-2026-45585,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,6.8,0.01355,0.69255,False,False,poc,2026-05-20T00:16:44.38Z,2026-05-20T00:16:44.38Z,,,,False,False,False,None,"Microsoft is aware of a security feature bypass vulnerability in Windows publicly referred to as &quot;YellowKey&quot;. The proof of concept for this vulnerability has been made public violating coordinated vulnerability best practices.
We are issuing this CVE to provide mitigation guidance that can be implemented to protect against this vulnerability until the security update is made available.
Mitigation FAQs
Should I leverage the temporary mitigation?
Microsoft recommends that you consider implementing these mitigations if you are concerned your devices and data are at risk of being compromised or stolen. For example, if your organization’s employees take their work devices home or on business travel.
What impact to service availability/management could be caused by implementing the mitigations?
Implementing these mitigations will not impact service availability or management operations.
Do customers need to revert the changes made to mitigate the vulnerability once the security update to protect against this vulnerability is available?
No. The security update will maintain the mitigation's behavior once the security update is installed.
I am using TPM+PIN, am I at risk of this vulnerability being exploited
No, if you are using TPM+PIN the vulnerability is not exploitable."
CVE-2026-49177,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,5.5,0.00327,0.25555,False,False,poc,2026-07-14T18:17:23.407Z,2026-08-12T00:00:00Z,,,,False,False,False,None,Out-of-bounds read in Windows TCP/IP allows an authorized attacker to disclose information locally.
CVE-2025-59253,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,5.5,0.00314,0.24152,False,False,poc,2025-10-14T17:16:07.503Z,2025-11-11T00:00:00Z,,,,False,False,False,None,Improper access control in Microsoft Windows Search Component allows an authorized attacker to deny service locally.
CVE-2026-50475,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,5.5,0.00536,0.42654,False,False,poc,2026-07-14T18:17:53.19Z,2026-07-14T00:00:00Z,,,,False,False,False,None,Buffer over-read in Windows Kernel allows an authorized attacker to disclose information locally.
CVE-2026-25185,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,5.3,0.01011,0.60249,False,False,poc,2026-03-10T18:18:34.753Z,2026-03-12T00:00:00Z,,,,False,False,False,None,Exposure of sensitive information to an unauthorized actor in Windows Shell Link Processing allows an unauthorized attacker to perform spoofing over a network.
CVE-2026-33829,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,4.3,0.03447,0.87988,False,False,poc,2026-04-14T18:17:35.857Z,2026-05-15T00:00:00Z,,,,False,False,False,None,Exposure of sensitive information to an unauthorized actor in Windows Snipping Tool allows an unauthorized attacker to perform spoofing over a network.
CVE-2025-59284,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,3.3,0.00965,0.58753,False,False,poc,2025-10-14T17:16:11.29Z,2026-03-13T00:00:00Z,,,,False,False,False,None,Exposure of sensitive information to an unauthorized actor in Windows NTLM allows an unauthorized attacker to perform spoofing locally.
CVE-2026-50416,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,3.3,0.00475,0.39005,False,False,poc,2026-07-14T18:17:44.69Z,2026-07-17T00:00:00Z,,,,False,False,False,None,Exposure of sensitive information to an unauthorized actor in Windows Win32K allows an authorized attacker to disclose information locally.
CVE-2026-0284,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,9.9,0.0028,0.20499,False,False,unproven,,,,,,False,False,False,None,"An XML injection vulnerability in the Large Scale VPN (LSVPN) functionality of Palo Alto Networks PAN-OS® software enables an unauthenticated attacker with network access to inject malicious XML content, potentially leading to information disclosure or corruption of internal LSVPN satellite data.

Panorama, Cloud NGFW, and Prisma® Access are not impacted by this vulnerability."
CVE-2025-49708,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,9.9,0.01157,0.64386,False,False,unproven,,,,,,False,False,False,None,Use after free in Microsoft Graphics Component allows an authorized attacker to elevate privileges over a network.
CVE-2026-57092,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,9.9,0.01184,0.65163,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows VMSwitch allows an authorized attacker to elevate privileges over a network.
CVE-2026-0264,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,9.8,0.00474,0.38925,False,False,unproven,,,,,,False,False,False,None,"A buffer overflow vulnerability in the DNS proxy and DNS Server features of Palo Alto Networks PAN-OS® Software allows an unauthenticated attacker with network access to cause a denial of service (DoS) condition (all PAN-OS platforms except Cloud NGFW and Prisma Access) or potentially execute arbitrary code by sending specially crafted network traffic (PA-Series hardware only).




Panorama, Cloud NGFW, and Prisma® Access are not impacted by this vulnerability."
